Disease	Disease_name	Orphan	Predicted_MGI	MGI_name	MGI_entrez	Genetic_location	Human	score
OMIM:104300	Alzheimer's disease	No	MGI:3721991					0.49
OMIM:104300	Alzheimer's disease	No	MGI:1202717	presenilin 1	19164	Chr12 38.84 cM		0.48
OMIM:104300	Alzheimer's disease	No	MGI:5634328					0.47
OMIM:104300	Alzheimer's disease	No	MGI:3721907					0.46
OMIM:104300	Alzheimer's disease	No	MGI:3525178					0.45
OMIM:104300	Alzheimer's disease	No	MGI:5803806					0.44
OMIM:104300	Alzheimer's disease	No	MGI:3510557					0.43
OMIM:104300	Alzheimer's disease	No	MGI:2152038					0.42
OMIM:104300	Alzheimer's disease	No	MGI:3040265					0.41
OMIM:104300	Alzheimer's disease	No	MGI:97611	plasminogen activator, urokinase	18792	Chr14 11.53 cM		0.4
OMIM:104300	Alzheimer's disease	No	MGI:99457	melanocortin 4 receptor	17202	Chr18 39.72 cM		0.39
OMIM:104300	Alzheimer's disease	No	MGI:96646	jun proto-oncogene	16476	Chr4 43.34 cM		0.38
OMIM:104300	Alzheimer's disease	No	MGI:104564	cyclin-dependent kinase inhibitor 1C (P57)	12577	Chr7 88.22 cM		0.37
OMIM:104300	Alzheimer's disease	No	MGI:96071	homeobox gene expressed in ES cells	15209	Chr14 16.09 cM		0.36
OMIM:104300	Alzheimer's disease	No	MGI:1278313	cochlin	12810	Chr12 22.11 cM		0.35
OMIM:104500	amelogenesis imperfecta type 1B	No	MGI:1927222	diaphanous related formin 3	56419	Chr14 43.95 cM		0.84
OMIM:104500	amelogenesis imperfecta type 1B	No	MGI:108074	serine palmitoyltransferase, long chain base subunit 2	20773	Chr12 41.52 cM		0.82
OMIM:104500	amelogenesis imperfecta type 1B	No	MGI:1333772	enamelin	13801	Chr5 43.66 cM		0.8
OMIM:104500	amelogenesis imperfecta type 1B	No	MGI:5781012					0.76
OMIM:104500	amelogenesis imperfecta type 1B	No	MGI:88040					0.75
OMIM:104500	amelogenesis imperfecta type 1B	No	MGI:5550580					0.62
OMIM:104500	amelogenesis imperfecta type 1B	No	MGI:5428744					0.58
OMIM:104500	amelogenesis imperfecta type 1B	No	MGI:1890508	zinc metallopeptidase, STE24	230709	Chr4 56.8 cM		0.53
OMIM:104500	amelogenesis imperfecta type 1B	No	MGI:2183747	FYVE, RhoGEF and PH domain containing 4	224014	Chr16 10.18 cM		0.47
OMIM:104500	amelogenesis imperfecta type 1B	No	MGI:96545	interleukin 1 receptor, type I	16177	Chr1 18.81 cM		0.36
OMIM:105120	Finnish type amyloidosis	No	MGI:95860	glutathione S-transferase, mu 1	14862	Chr3 46.83 cM		0.79
OMIM:105120	Finnish type amyloidosis	No	MGI:1914947	growth arrest and DNA-damage-inducible, gamma interacting protein 1	102060	Chr8 41.19 cM		0.75
OMIM:105120	Finnish type amyloidosis	No	MGI:1338761	collagen-like tail subunit (single strand of homotrimer) of asymmetric acetylcholinesterase	102639719			0.66
OMIM:105120	Finnish type amyloidosis	No	MGI:105376	a disintegrin and metallopeptidase domain 9 (meltrin gamma)	11502	Chr8 13.7 cM		0.65
OMIM:105120	Finnish type amyloidosis	No	MGI:4353752					0.6
OMIM:105120	Finnish type amyloidosis	No	MGI:88445	collagen, type X, alpha 1	12813	Chr10 18.85 cM		0.49
OMIM:105120	Finnish type amyloidosis	No	MGI:3834217					0.45
OMIM:105120	Finnish type amyloidosis	No	MGI:1346871	mitogen-activated protein kinase kinase 7	26400	Chr8 1.99 cM		0.42
OMIM:105120	Finnish type amyloidosis	No	MGI:96223	hairless	15460	Chr14 36.32 cM		0.36
OMIM:105150	CST3-related cerebral amyloid angiopathy	No	MGI:1278315	low density lipoprotein receptor-related protein 5	16973	Chr19 3.33 cM		0.84
OMIM:105150	CST3-related cerebral amyloid angiopathy	No	MGI:5473819					0.81
OMIM:105150	CST3-related cerebral amyloid angiopathy	No	MGI:3052552					0.8
OMIM:105150	CST3-related cerebral amyloid angiopathy	No	MGI:4452487					0.77
OMIM:105150	CST3-related cerebral amyloid angiopathy	No	MGI:1351351	calcium-sensing receptor	12374	Chr16 25.57 cM		0.76
OMIM:105150	CST3-related cerebral amyloid angiopathy	No	MGI:4438880					0.75
OMIM:105150	CST3-related cerebral amyloid angiopathy	No	MGI:98352	superoxide dismutase 2, mitochondrial	20656	Chr17 8.75 cM		0.74
OMIM:105150	CST3-related cerebral amyloid angiopathy	No	MGI:88467	collagen, type I, alpha 1	12842	Chr11 59.01 cM		0.73
OMIM:105150	CST3-related cerebral amyloid angiopathy	No	MGI:4850006					0.71
OMIM:105150	CST3-related cerebral amyloid angiopathy	No	MGI:1309517	integral membrane protein 2B	16432	Chr14 38.88 cM		0.68
OMIM:105150	CST3-related cerebral amyloid angiopathy	No	MGI:4415605					0.67
OMIM:105150	CST3-related cerebral amyloid angiopathy	No	MGI:3836146					0.66
OMIM:105150	CST3-related cerebral amyloid angiopathy	No	MGI:88461	collagen, type VI, alpha 3	12835	Chr1 45.53 cM		0.65
OMIM:105150	CST3-related cerebral amyloid angiopathy	No	MGI:1921588	solute carrier family 6 (neurotransmitter transporter), member 19	74338	Chr13 40.14 cM		0.64
OMIM:105150	CST3-related cerebral amyloid angiopathy	No	MGI:2158560	centrosomal protein 63	28135	Chr9 54.61 cM		0.62
OMIM:105150	CST3-related cerebral amyloid angiopathy	No	MGI:96949	midkine	17242	Chr2 50.63 cM		0.61
OMIM:105150	CST3-related cerebral amyloid angiopathy	No	MGI:106582	regulatory factor X, 3 (influences HLA class II expression)	19726	Chr19 22.36 cM		0.6
OMIM:105150	CST3-related cerebral amyloid angiopathy	No	MGI:98812	thiopurine methyltransferase	22017	Chr13 24.5 cM		0.59
OMIM:105150	CST3-related cerebral amyloid angiopathy	No	MGI:2448181					0.58
OMIM:105150	CST3-related cerebral amyloid angiopathy	No	MGI:101762	ELK3, member of ETS oncogene family	13713	Chr10 48.04 cM		0.56
OMIM:105150	CST3-related cerebral amyloid angiopathy	No	MGI:2671284					0.55
OMIM:105150	CST3-related cerebral amyloid angiopathy	No	MGI:109520	platelet-activating factor acetylhydrolase, isoform 1b, subunit 1	18472	Chr11 45.76 cM		0.54
OMIM:105150	CST3-related cerebral amyloid angiopathy	No	MGI:107501	potassium inwardly rectifying channel, subfamily J, member 11	16514	Chr7 29.66 cM		0.53
OMIM:105150	CST3-related cerebral amyloid angiopathy	No	MGI:2177763	HPS1, biogenesis of lysosomal organelles complex 3 subunit 1	192236	Chr19 36.56 cM		0.52
OMIM:105150	CST3-related cerebral amyloid angiopathy	No	MGI:1918961	MUS81 structure-specific endonuclease subunit	71711	Chr19 4.34 cM		0.51
OMIM:105150	CST3-related cerebral amyloid angiopathy	No	MGI:3721991					0.5
OMIM:105150	CST3-related cerebral amyloid angiopathy	No	MGI:102720	endothelin receptor type B	13618	Chr14 53.05 cM		0.48
OMIM:105150	CST3-related cerebral amyloid angiopathy	No	MGI:5553462					0.47
OMIM:105150	CST3-related cerebral amyloid angiopathy	No	MGI:2178111					0.46
OMIM:105150	CST3-related cerebral amyloid angiopathy	No	MGI:5806091					0.45
OMIM:105150	CST3-related cerebral amyloid angiopathy	No	MGI:1858204	mitogen-activated protein kinase kinase kinase 14	53859	Chr11 66.8 cM		0.44
OMIM:105150	CST3-related cerebral amyloid angiopathy	No	MGI:1928480	acid phosphatase, prostate	56318	Chr9 56.61 cM		0.43
OMIM:105150	CST3-related cerebral amyloid angiopathy	No	MGI:2444465	Fras1 related extracellular matrix protein 2	242022	Chr3 25.24 cM		0.42
OMIM:105150	CST3-related cerebral amyloid angiopathy	No	MGI:1101771	klotho	16591	Chr5 89.77 cM		0.41
OMIM:105150	CST3-related cerebral amyloid angiopathy	No	MGI:106184	nucleophosmin 1	18148	Chr11 19.21 cM		0.4
OMIM:105150	CST3-related cerebral amyloid angiopathy	No	MGI:97747	peroxisome proliferator activated receptor gamma	19016	Chr6 53.41 cM		0.39
OMIM:105150	CST3-related cerebral amyloid angiopathy	No	MGI:106639	methylenetetrahydrofolate reductase	17769	Chr4 78.67 cM		0.38
OMIM:105150	CST3-related cerebral amyloid angiopathy	No	MGI:1915541	mitochondrial tRNA translation optimization 1	68291	Chr9 43.65 cM		0.37
OMIM:105150	CST3-related cerebral amyloid angiopathy	No	MGI:88519	crystallin, beta B2	12961	Chr5 55.38 cM		0.36
OMIM:105150	CST3-related cerebral amyloid angiopathy	No	MGI:1341799	N-myc downstream regulated gene 1	17988	Chr15 29.3 cM		0.35
OMIM:105210	transthyretin amyloidosis	No	MGI:1921164	interleukin-1 receptor-associated kinase 3	73914	Chr10 67.94 cM		0.81
OMIM:105210	transthyretin amyloidosis	No	MGI:2143886	DOT1-like, histone H3 methyltransferase (S. cerevisiae)	208266	Chr10 39.72 cM		0.71
OMIM:105210	transthyretin amyloidosis	No	MGI:2151070	oligophrenin 1	94190	ChrX 42.94 cM		0.62
OMIM:105210	transthyretin amyloidosis	No	MGI:98953	wingless-type MMTV integration site family, member 1	22408	Chr15 54.65 cM		0.59
OMIM:105210	transthyretin amyloidosis	No	MGI:1921765	CDK5 regulatory subunit associated protein 1-like 1	68916	Chr13 12.93 cM		0.52
OMIM:105210	transthyretin amyloidosis	No	MGI:1342270	LARGE xylosyl- and glucuronyltransferase 1	16795	Chr8 35.08 cM		0.48
OMIM:105210	transthyretin amyloidosis	No	MGI:2177763	HPS1, biogenesis of lysosomal organelles complex 3 subunit 1	192236	Chr19 36.56 cM		0.45
OMIM:105210	transthyretin amyloidosis	No	MGI:6110831					0.42
OMIM:105210	transthyretin amyloidosis	No	MGI:3047091					0.41
OMIM:105210	transthyretin amyloidosis	No	MGI:2442062	SH3 and PX domains 2B	268396	Chr11 18.89 cM		0.36
OMIM:105400	amyotrophic lateral sclerosis type 1	No	MGI:105923	endothelin receptor type A	13617	Chr8 36.63 cM		0.83
OMIM:105400	amyotrophic lateral sclerosis type 1	No	MGI:5297586					0.82
OMIM:105400	amyotrophic lateral sclerosis type 1	No	MGI:3573960					0.81
OMIM:105400	amyotrophic lateral sclerosis type 1	No	MGI:5699309					0.8
OMIM:105400	amyotrophic lateral sclerosis type 1	No	MGI:2388295					0.77
OMIM:105400	amyotrophic lateral sclerosis type 1	No	MGI:4452507					0.76
OMIM:105400	amyotrophic lateral sclerosis type 1	No	MGI:5449891					0.73
OMIM:105400	amyotrophic lateral sclerosis type 1	No	MGI:4849841					0.71
OMIM:105400	amyotrophic lateral sclerosis type 1	No	MGI:103178	vascular endothelial growth factor A	22339	Chr17 22.79 cM		0.7
OMIM:105400	amyotrophic lateral sclerosis type 1	No	MGI:5499105					0.69
OMIM:105400	amyotrophic lateral sclerosis type 1	No	MGI:3573957					0.68
OMIM:105400	amyotrophic lateral sclerosis type 1	No	MGI:5621056					0.65
OMIM:105400	amyotrophic lateral sclerosis type 1	No	MGI:98352	superoxide dismutase 2, mitochondrial	20656	Chr17 8.75 cM		0.64
OMIM:105400	amyotrophic lateral sclerosis type 1	No	MGI:87868	acyl-Coenzyme A dehydrogenase, short chain	11409	Chr5 55.99 cM		0.63
OMIM:105400	amyotrophic lateral sclerosis type 1	No	MGI:5810680					0.62
OMIM:105400	amyotrophic lateral sclerosis type 1	No	MGI:5621060					0.6
OMIM:105400	amyotrophic lateral sclerosis type 1	No	MGI:2183653					0.57
OMIM:105400	amyotrophic lateral sclerosis type 1	No	MGI:2388296					0.56
OMIM:105400	amyotrophic lateral sclerosis type 1	No	MGI:895149	acyl-Coenzyme A dehydrogenase, very long chain	11370	Chr11 42.96 cM		0.55
OMIM:105400	amyotrophic lateral sclerosis type 1	No	MGI:2183652					0.53
OMIM:105400	amyotrophic lateral sclerosis type 1	No	MGI:5621171					0.52
OMIM:105400	amyotrophic lateral sclerosis type 1	No	MGI:2178798	VPS54 GARP complex subunit	245944	Chr11 13.89 cM		0.51
OMIM:105400	amyotrophic lateral sclerosis type 1	No	MGI:5630055					0.49
OMIM:105400	amyotrophic lateral sclerosis type 1	No	MGI:2388297					0.48
OMIM:105400	amyotrophic lateral sclerosis type 1	No	MGI:5286584					0.45
OMIM:105400	amyotrophic lateral sclerosis type 1	No	MGI:3785089					0.44
OMIM:105400	amyotrophic lateral sclerosis type 1	No	MGI:4440538					0.43
OMIM:105400	amyotrophic lateral sclerosis type 1	No	MGI:5699311					0.4
OMIM:105550	FTDALS1	No	MGI:1277151	synuclein, alpha	20617	Chr6 29.15 cM		0.82
OMIM:105550	FTDALS1	No	MGI:2448567	chromodomain helicase DNA binding protein 2	244059	Chr7 41.85 cM		0.8
OMIM:105550	FTDALS1	No	MGI:3844549					0.79
OMIM:105550	FTDALS1	No	MGI:1916847	AFG3-like AAA ATPase 2	69597	Chr18 39.96 cM		0.76
OMIM:105550	FTDALS1	No	MGI:5919945					0.71
OMIM:105550	FTDALS1	No	MGI:97623	proteolipid protein (myelin) 1	18823	ChrX 59.1 cM		0.56
OMIM:105550	FTDALS1	No	MGI:88227	complement component 3	12266	Chr17 29.72 cM		0.49
OMIM:105550	FTDALS1	No	MGI:4355870					0.44
OMIM:105550	FTDALS1	No	MGI:1341830	eukaryotic translation initiation factor 2 alpha kinase 3	13666	Chr6 32.09 cM		0.39
OMIM:105600	congenital dyserythropoietic anemia	No	MGI:104669	mannosidase 2, alpha 1	17158	Chr17 33.76 cM		0.82
OMIM:105600	congenital dyserythropoietic anemia	No	MGI:2685011	dachsous cadherin related 1	233651	Chr7 55.98 cM		0.66
OMIM:105600	congenital dyserythropoietic anemia	No	MGI:95747	glycine receptor, alpha 1 subunit	14654	Chr11 33.12 cM		0.56
OMIM:105600	congenital dyserythropoietic anemia	No	MGI:95275	early B cell factor 1	13591	Chr11 26.45 cM		0.52
OMIM:105600	congenital dyserythropoietic anemia	No	MGI:1277151	synuclein, alpha	20617	Chr6 29.15 cM		0.43
OMIM:105600	congenital dyserythropoietic anemia	No	MGI:1341292	usherin	22283	Chr1 92.29 cM		0.41
OMIM:105600	congenital dyserythropoietic anemia	No	MGI:99511	protein tyrosine phosphatase, non-receptor type 11	19247	Chr5 61.72 cM		0.36
OMIM:105650	Diamond-Blackfan anemia	No	MGI:103020	synapsin II	20965	Chr6 53.2 cM		0.83
OMIM:105650	Diamond-Blackfan anemia	No	MGI:5429328					0.82
OMIM:105650	Diamond-Blackfan anemia	No	MGI:98932	vimentin	22352	Chr2 10.04 cM		0.8
OMIM:105650	Diamond-Blackfan anemia	No	MGI:1345961	coronin, actin binding protein 1A	12721	Chr7 69.25 cM		0.76
OMIM:105650	Diamond-Blackfan anemia	No	MGI:97742	pro-opiomelanocortin-alpha	18976	Chr12 1.99 cM		0.73
OMIM:105650	Diamond-Blackfan anemia	No	MGI:99602	aggrecan	11595	Chr7 44.88 cM		0.72
OMIM:105650	Diamond-Blackfan anemia	No	MGI:2444881	feline leukemia virus subgroup C cellular receptor 1	226844	Chr1 96.28 cM		0.71
OMIM:105650	Diamond-Blackfan anemia	No	MGI:2448567	chromodomain helicase DNA binding protein 2	244059	Chr7 41.85 cM		0.68
OMIM:105650	Diamond-Blackfan anemia	No	MGI:99913	laminin, gamma 2	16782	Chr1 65.26 cM		0.67
OMIM:105650	Diamond-Blackfan anemia	No	MGI:1891457	polymerase (DNA directed), eta (RAD 30 related)	80905	Chr17 22.9 cM		0.65
OMIM:105650	Diamond-Blackfan anemia	No	MGI:109424	ATP-binding cassette, sub-family A (ABC1), member 4	11304	Chr3 52.94 cM		0.64
OMIM:105650	Diamond-Blackfan anemia	No	MGI:95513	ferrochelatase	14151	Chr18 37.43 cM		0.63
OMIM:105650	Diamond-Blackfan anemia	No	MGI:3054421					0.62
OMIM:105650	Diamond-Blackfan anemia	No	MGI:97747	peroxisome proliferator activated receptor gamma	19016	Chr6 53.41 cM		0.61
OMIM:105650	Diamond-Blackfan anemia	No	MGI:1346332	bestrophin 1	24115	Chr19 6.24 cM		0.6
OMIM:105650	Diamond-Blackfan anemia	No	MGI:105381	ribosomal protein SA	16785	Chr9 71.41 cM		0.59
OMIM:105650	Diamond-Blackfan anemia	No	MGI:105976	myosin VA	17918	Chr9 42.26 cM		0.56
OMIM:105650	Diamond-Blackfan anemia	No	MGI:98365	SRY (sex determining region Y)-box 3	20675	ChrX 33.66 cM		0.54
OMIM:105650	Diamond-Blackfan anemia	No	MGI:1891009					0.51
OMIM:105650	Diamond-Blackfan anemia	No	MGI:1924290	autophagy related 16-like 1 (S. cerevisiae)	77040	Chr1 44.44 cM		0.47
OMIM:105650	Diamond-Blackfan anemia	No	MGI:4839331					0.44
OMIM:105650	Diamond-Blackfan anemia	No	MGI:109336	ets variant 6	14011	Chr6 64.58 cM		0.43
OMIM:105650	Diamond-Blackfan anemia	No	MGI:3851244					0.41
OMIM:105650	Diamond-Blackfan anemia	No	MGI:1919782	Sin3A associated protein	269003	Chr18 17.81 cM		0.37
OMIM:105650	Diamond-Blackfan anemia	No	MGI:97902	ret proto-oncogene	19713	Chr6 55.86 cM		0.36
OMIM:105650	Diamond-Blackfan anemia	No	MGI:109583	phosphatase and tensin homolog	19211	Chr19 28.14 cM		0.35
OMIM:105830	Angelman syndrome	No	MGI:3793720					0.83
OMIM:105830	Angelman syndrome	No	MGI:4830894					0.77
OMIM:105830	Angelman syndrome	No	MGI:105098	ubiquitin protein ligase E3A	22215	Chr7 33.95 cM		0.67
OMIM:105830	Angelman syndrome	No	MGI:3851437					0.65
OMIM:105830	Angelman syndrome	No	MGI:107656	interferon gamma	15978	Chr10 66.75 cM		0.63
OMIM:105830	Angelman syndrome	No	MGI:109239	potassium voltage-gated channel, shaker-related subfamily, beta member 2	16498	Chr4 83.08 cM		0.6
OMIM:105830	Angelman syndrome	No	MGI:3693297					0.56
OMIM:105830	Angelman syndrome	No	MGI:5559902					0.5
OMIM:105830	Angelman syndrome	No	MGI:98347	small nuclear ribonucleoprotein N	20646	Chr7 34.04 cM		0.45
OMIM:105830	Angelman syndrome	No	MGI:99907	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 1	18822	Chr4 78.57 cM		0.41
OMIM:105830	Angelman syndrome	No	MGI:99954	immunoglobulin mu binding protein 2	20589	Chr19 3.03 cM		0.35
OMIM:106190	isolated anhidrosis with normal sweat glands	No	MGI:99418	inositol 1,4,5-triphosphate receptor 2	16439	Chr6 77.7 cM		0.81
OMIM:106190	isolated anhidrosis with normal sweat glands	No	MGI:1913976	NIPBL cohesin loading factor	71175	Chr15 3.82 cM		0.79
OMIM:106190	isolated anhidrosis with normal sweat glands	No	MGI:88253	carbonic anhydrase 8	12319	Chr4 3.53 cM		0.65
OMIM:106190	isolated anhidrosis with normal sweat glands	No	MGI:3618598					0.6
OMIM:106190	isolated anhidrosis with normal sweat glands	No	MGI:1338038	AE binding protein 2	11569	Chr6 70.71 cM		0.52
OMIM:106190	isolated anhidrosis with normal sweat glands	No	MGI:2385368	Fraser extracellular matrix complex subunit 1	231470	Chr5 47.29 cM		0.49
OMIM:106190	isolated anhidrosis with normal sweat glands	No	MGI:103562	hydroxysteroid 11-beta dehydrogenase 1	15483	Chr1 97.67 cM		0.4
OMIM:106210	aniridia	No	MGI:108445	class II transactivator	12265	Chr16 5.65 cM		0.82
OMIM:106210	aniridia	No	MGI:1347048	chloride channel, voltage-sensitive 7	26373	Chr17 12.53 cM		0.74
OMIM:106210	aniridia	No	MGI:4835246					0.64
OMIM:106210	aniridia	No	MGI:96794	lamin A	16905	Chr3 38.84 cM		0.6
OMIM:106210	aniridia	No	MGI:109523	transient receptor potential cation channel, subfamily C, member 6	22068	Chr9 2.46 cM		0.51
OMIM:106210	aniridia	No	MGI:106613	dishevelled segment polarity protein 2	13543	Chr11 42.96 cM		0.5
OMIM:106210	aniridia	No	MGI:3621155					0.42
OMIM:106210	aniridia	No	MGI:97490	paired box 6	18508	Chr2 55.31 cM		0.4
OMIM:106260	ankyloblepharon-ectodermal defects-cleft lip/palate syndrome	No	MGI:97797	prostaglandin-endoperoxide synthase 1	19224	Chr2 24.19 cM		0.81
OMIM:106260	ankyloblepharon-ectodermal defects-cleft lip/palate syndrome	No	MGI:1347075	neurobeachin	26422	Chr3 26.61 cM		0.61
OMIM:106260	ankyloblepharon-ectodermal defects-cleft lip/palate syndrome	No	MGI:1330810	transformation related protein 63	22061	Chr16 17.37 cM		0.6
OMIM:106260	ankyloblepharon-ectodermal defects-cleft lip/palate syndrome	No	MGI:94862	solute carrier family 6 (neurotransmitter transporter, dopamine), member 3	13162	Chr13 40.1 cM		0.58
OMIM:106260	ankyloblepharon-ectodermal defects-cleft lip/palate syndrome	No	MGI:3039780					0.57
OMIM:106260	ankyloblepharon-ectodermal defects-cleft lip/palate syndrome	No	MGI:96778	lectin, galactose binding, soluble 3	16854	Chr14 24.6 cM		0.52
OMIM:106260	ankyloblepharon-ectodermal defects-cleft lip/palate syndrome	No	MGI:5908457					0.51
OMIM:106260	ankyloblepharon-ectodermal defects-cleft lip/palate syndrome	No	MGI:95556	filamin, alpha	192176	ChrX 37.89 cM		0.39
OMIM:106260	ankyloblepharon-ectodermal defects-cleft lip/palate syndrome	No	MGI:1101771	klotho	16591	Chr5 89.77 cM		0.35
OMIM:106280	ankyloglossia	No	MGI:1347521	receptor tyrosine kinase-like orphan receptor 2	26564	Chr13 27.68 cM		0.83
OMIM:106280	ankyloglossia	No	MGI:5302111					0.74
OMIM:106280	ankyloglossia	No	MGI:1338938	bone morphogenetic protein receptor, type 1A	12166	Chr14 20.81 cM		0.68
OMIM:106280	ankyloglossia	No	MGI:2446089	filamin, beta	286940	Chr14 4.59 cM		0.65
OMIM:106280	ankyloglossia	No	MGI:2676312	ATP-binding cassette, sub-family A (ABC1), member 12	74591	Chr1 35.81 cM		0.63
OMIM:106280	ankyloglossia	No	MGI:1341817	leucine rich repeat containing G protein coupled receptor 5	14160	Chr10 63.51 cM		0.5
OMIM:106280	ankyloglossia	No	MGI:5763308					0.45
OMIM:106280	ankyloglossia	No	MGI:1921932	WD repeat domain 35	74682	Chr12 3.97 cM		0.4
OMIM:106280	ankyloglossia	No	MGI:1352467	estrogen receptor 1 (alpha)	13982	Chr10 2.03 cM		0.38
OMIM:106300	spondyloarthropathy	No	MGI:1914762	1-acylglycerol-3-phosphate O-acyltransferase 2 (lysophosphatidic acid acyltransferase, beta)	67512	Chr2 18.96 cM		0.66
OMIM:106300	spondyloarthropathy	No	MGI:97370	ectonucleotide pyrophosphatase/phosphodiesterase 1	18605	Chr10 12.26 cM		0.62
OMIM:106300	spondyloarthropathy	No	MGI:1890060					0.61
OMIM:106300	spondyloarthropathy	No	MGI:1277961	plectin	18810	Chr15 35.48 cM		0.6
OMIM:106300	spondyloarthropathy	No	MGI:1338946	activin A receptor, type II-like 1	11482	Chr15 56.41 cM		0.55
OMIM:106300	spondyloarthropathy	No	MGI:1341799	N-myc downstream regulated gene 1	17988	Chr15 29.3 cM		0.54
OMIM:106300	spondyloarthropathy	No	MGI:1921435	glucan (1,4-alpha-), branching enzyme 1	74185	Chr16 40.19 cM		0.53
OMIM:106300	spondyloarthropathy	No	MGI:1354962	coatomer protein complex, subunit beta 2 (beta prime)	50797	Chr9 51.4 cM		0.38
OMIM:106300	spondyloarthropathy	No	MGI:3621137					0.35
OMIM:106600	tooth agenesis	No	MGI:2429765	dedicator of cytokinesis 1	330662	Chr7 79.14 cM		0.84
OMIM:106600	tooth agenesis	No	MGI:3717717					0.83
OMIM:106600	tooth agenesis	No	MGI:96175	homeobox A3	15400	Chr6 25.4 cM		0.82
OMIM:106600	tooth agenesis	No	MGI:104510	myosin VIIA	17921	Chr7 53.57 cM		0.71
OMIM:106600	tooth agenesis	No	MGI:5000263					0.64
OMIM:106600	tooth agenesis	No	MGI:5523234					0.62
OMIM:106600	tooth agenesis	No	MGI:2685847	pejvakin	381375	Chr2 45.08 cM		0.55
OMIM:106600	tooth agenesis	No	MGI:97168	msh homeobox 1	17701	Chr5 20.21 cM		0.54
OMIM:106600	tooth agenesis	No	MGI:1926444					0.53
OMIM:106600	tooth agenesis	No	MGI:4437434					0.51
OMIM:106600	tooth agenesis	No	MGI:1930203					0.48
OMIM:106600	tooth agenesis	No	MGI:4461028					0.46
OMIM:106600	tooth agenesis	No	MGI:106639	methylenetetrahydrofolate reductase	17769	Chr4 78.67 cM		0.45
OMIM:106600	tooth agenesis	No	MGI:97493	paired box 9	18511	Chr12 24.53 cM		0.4
OMIM:106600	tooth agenesis	No	MGI:97454	oculocutaneous albinism II	18431	Chr7 33.44 cM		0.36
OMIM:107250	anterior segment mesenchymal dysgenesis	No	MGI:5555957					0.81
OMIM:107250	anterior segment mesenchymal dysgenesis	No	MGI:1913976	NIPBL cohesin loading factor	71175	Chr15 3.82 cM		0.77
